"Step","08-04_15-17-40_CO3D_NeMo_Rec_local - train/loss","08-04_15-17-40_CO3D_NeMo_Rec_local - train/loss__MIN","08-04_15-17-40_CO3D_NeMo_Rec_local - train/loss__MAX","08-04_14-02-10_CO3D_NeMo_Rec_local - train/loss","08-04_14-02-10_CO3D_NeMo_Rec_local - train/loss__MIN","08-04_14-02-10_CO3D_NeMo_Rec_local - train/loss__MAX","08-04_12-41-29_CO3D_NeMo_Rec_local - train/loss","08-04_12-41-29_CO3D_NeMo_Rec_local - train/loss__MIN","08-04_12-41-29_CO3D_NeMo_Rec_local - train/loss__MAX","08-04_12-10-50_CO3D_NeMo_Rec_local - train/loss","08-04_12-10-50_CO3D_NeMo_Rec_local - train/loss__MIN","08-04_12-10-50_CO3D_NeMo_Rec_local - train/loss__MAX","08-04_11-24-50_CO3D_NeMo_Rec_local - train/loss","08-04_11-24-50_CO3D_NeMo_Rec_local - train/loss__MIN","08-04_11-24-50_CO3D_NeMo_Rec_local - train/loss__MAX","08-04_10-53-57_CO3D_NeMo_Rec_local - train/loss","08-04_10-53-57_CO3D_NeMo_Rec_local - train/loss__MIN","08-04_10-53-57_CO3D_NeMo_Rec_local - train/loss__MAX","08-03_23-34-45_CO3D_NeMo_Rec_local - train/loss","08-03_23-34-45_CO3D_NeMo_Rec_local - train/loss__MIN","08-03_23-34-45_CO3D_NeMo_Rec_local - train/loss__MAX"
"855","0.10623741149902344","0.10623741149902344","0.10623741149902344","0.4791325330734253","0.4791325330734253","0.4791325330734253","0.44581055641174316","0.44581055641174316","0.44581055641174316","-0.6297574043273926","-0.6297574043273926","-0.6297574043273926","0.417230486869812","0.417230486869812","0.417230486869812","-0.6806320548057556","-0.6806320548057556","-0.6806320548057556","-0.676199734210968","-0.676199734210968","-0.676199734210968"
"856","0.02036339044570923","0.02036339044570923","0.02036339044570923","0.46152937412261963","0.46152937412261963","0.46152937412261963","0.3706715703010559","0.3706715703010559","0.3706715703010559","-0.7197059988975525","-0.7197059988975525","-0.7197059988975525","0.30575668811798096","0.30575668811798096","0.30575668811798096","-0.7655755877494812","-0.7655755877494812","-0.7655755877494812","-0.7515602111816406","-0.7515602111816406","-0.7515602111816406"
"857","0.22616535425186157","0.22616535425186157","0.22616535425186157","0.5936365723609924","0.5936365723609924","0.5936365723609924","0.5719839930534363","0.5719839930534363","0.5719839930534363","-0.6276818513870239","-0.6276818513870239","-0.6276818513870239","0.531856894493103","0.531856894493103","0.531856894493103","-0.6722252368927002","-0.6722252368927002","-0.6722252368927002","-0.6682474613189697","-0.6682474613189697","-0.6682474613189697"
"858","0.07860153913497925","0.07860153913497925","0.07860153913497925","0.4780627489089966","0.4780627489089966","0.4780627489089966","0.4039185047149658","0.4039185047149658","0.4039185047149658","-0.6525003910064697","-0.6525003910064697","-0.6525003910064697","0.3914825916290283","0.3914825916290283","0.3914825916290283","-0.7039080262184143","-0.7039080262184143","-0.7039080262184143","-0.6935575604438782","-0.6935575604438782","-0.6935575604438782"
"859","-0.06741893291473389","-0.06741893291473389","-0.06741893291473389","0.419341504573822","0.419341504573822","0.419341504573822","0.3023644685745239","0.3023644685745239","0.3023644685745239","-0.8385298848152161","-0.8385298848152161","-0.8385298848152161","0.349867045879364","0.349867045879364","0.349867045879364","-0.8812550902366638","-0.8812550902366638","-0.8812550902366638","-0.869301974773407","-0.869301974773407","-0.869301974773407"
"860","-0.16807252168655396","-0.16807252168655396","-0.16807252168655396","0.29399043321609497","0.29399043321609497","0.29399043321609497","0.16016387939453125","0.16016387939453125","0.16016387939453125","-0.9070910215377808","-0.9070910215377808","-0.9070910215377808","0.1688138246536255","0.1688138246536255","0.1688138246536255","-0.9619357585906982","-0.9619357585906982","-0.9619357585906982","-0.9510020613670349","-0.9510020613670349","-0.9510020613670349"
"861","-0.1498522162437439","-0.1498522162437439","-0.1498522162437439","0.4264751672744751","0.4264751672744751","0.4264751672744751","0.24802690744400024","0.24802690744400024","0.24802690744400024","-0.8600433468818665","-0.8600433468818665","-0.8600433468818665","0.230363130569458","0.230363130569458","0.230363130569458","-0.9371552467346191","-0.9371552467346191","-0.9371552467346191","-0.9305963516235352","-0.9305963516235352","-0.9305963516235352"
"862","-0.04731464385986328","-0.04731464385986328","-0.04731464385986328","0.3765636682510376","0.3765636682510376","0.3765636682510376","0.33163076639175415","0.33163076639175415","0.33163076639175415","-0.799957811832428","-0.799957811832428","-0.799957811832428","0.2782629728317261","0.2782629728317261","0.2782629728317261","-0.8446317911148071","-0.8446317911148071","-0.8446317911148071","-0.8345166444778442","-0.8345166444778442","-0.8345166444778442"
"863","-0.10528463125228882","-0.10528463125228882","-0.10528463125228882","0.30195939540863037","0.30195939540863037","0.30195939540863037","0.2784397602081299","0.2784397602081299","0.2784397602081299","-0.7696460485458374","-0.7696460485458374","-0.7696460485458374","0.30533307790756226","0.30533307790756226","0.30533307790756226","-0.8272898197174072","-0.8272898197174072","-0.8272898197174072","-0.815015435218811","-0.815015435218811","-0.815015435218811"
"864","-0.03427278995513916","-0.03427278995513916","-0.03427278995513916","0.3414647579193115","0.3414647579193115","0.3414647579193115","0.3460041880607605","0.3460041880607605","0.3460041880607605","-0.6957529783248901","-0.6957529783248901","-0.6957529783248901","0.25646913051605225","0.25646913051605225","0.25646913051605225","-0.7449102401733398","-0.7449102401733398","-0.7449102401733398","-0.7363836169242859","-0.7363836169242859","-0.7363836169242859"
"865","-0.3137839436531067","-0.3137839436531067","-0.3137839436531067","0.0880466103553772","0.0880466103553772","0.0880466103553772","0.11645090579986572","0.11645090579986572","0.11645090579986572","-0.8820822834968567","-0.8820822834968567","-0.8820822834968567","0.006720364093780518","0.006720364093780518","0.006720364093780518","-0.9346389174461365","-0.9346389174461365","-0.9346389174461365","-0.9214136600494385","-0.9214136600494385","-0.9214136600494385"
"866","-0.08482128381729126","-0.08482128381729126","-0.08482128381729126","0.4326772689819336","0.4326772689819336","0.4326772689819336","0.3546329736709595","0.3546329736709595","0.3546329736709595","-0.8941137790679932","-0.8941137790679932","-0.8941137790679932","0.32429075241088867","0.32429075241088867","0.32429075241088867","-0.9417073130607605","-0.9417073130607605","-0.9417073130607605","-0.9352461099624634","-0.9352461099624634","-0.9352461099624634"
"867","-0.11764013767242432","-0.11764013767242432","-0.11764013767242432","0.26508551836013794","0.26508551836013794","0.26508551836013794","0.25508755445480347","0.25508755445480347","0.25508755445480347","-0.6905421018600464","-0.6905421018600464","-0.6905421018600464","0.2312801480293274","0.2312801480293274","0.2312801480293274","-0.7315289974212646","-0.7315289974212646","-0.7315289974212646","-0.7256593704223633","-0.7256593704223633","-0.7256593704223633"
"868","0.0536615252494812","0.0536615252494812","0.0536615252494812","0.39805132150650024","0.39805132150650024","0.39805132150650024","0.40820860862731934","0.40820860862731934","0.40820860862731934","-0.6539924144744873","-0.6539924144744873","-0.6539924144744873","0.36924684047698975","0.36924684047698975","0.36924684047698975","-0.6930752992630005","-0.6930752992630005","-0.6930752992630005","-0.6923319101333618","-0.6923319101333618","-0.6923319101333618"
"869","-0.039962638169527054","-0.039962638169527054","-0.039962638169527054","0.3809225559234619","0.3809225559234619","0.3809225559234619","0.3278733491897583","0.3278733491897583","0.3278733491897583","-0.7471147179603577","-0.7471147179603577","-0.7471147179603577","0.29224950075149536","0.29224950075149536","0.29224950075149536","-0.7973418235778809","-0.7973418235778809","-0.7973418235778809","-0.7886884212493896","-0.7886884212493896","-0.7886884212493896"
"870","-0.08164715766906738","-0.08164715766906738","-0.08164715766906738","0.300508975982666","0.300508975982666","0.300508975982666","0.2511102557182312","0.2511102557182312","0.2511102557182312","-0.7833107709884644","-0.7833107709884644","-0.7833107709884644","0.2979288697242737","0.2979288697242737","0.2979288697242737","-0.8249641060829163","-0.8249641060829163","-0.8249641060829163","-0.8183794021606445","-0.8183794021606445","-0.8183794021606445"
"871","0.030930757522583008","0.030930757522583008","0.030930757522583008","0.4810713529586792","0.4810713529586792","0.4810713529586792","0.4284901022911072","0.4284901022911072","0.4284901022911072","-0.7191404700279236","-0.7191404700279236","-0.7191404700279236","0.4563075304031372","0.4563075304031372","0.4563075304031372","-0.7892353534698486","-0.7892353534698486","-0.7892353534698486","-0.7796473503112793","-0.7796473503112793","-0.7796473503112793"
"872","-0.07400816679000854","-0.07400816679000854","-0.07400816679000854","0.3967268466949463","0.3967268466949463","0.3967268466949463","0.3176121115684509","0.3176121115684509","0.3176121115684509","-0.8445273637771606","-0.8445273637771606","-0.8445273637771606","0.3612216114997864","0.3612216114997864","0.3612216114997864","-0.8942110538482666","-0.8942110538482666","-0.8942110538482666","-0.8864864706993103","-0.8864864706993103","-0.8864864706993103"
"873","0.03489893674850464","0.03489893674850464","0.03489893674850464","0.4670201241970062","0.4670201241970062","0.4670201241970062","0.3911120891571045","0.3911120891571045","0.3911120891571045","-0.66278076171875","-0.66278076171875","-0.66278076171875","0.3768429756164551","0.3768429756164551","0.3768429756164551","-0.7080242037773132","-0.7080242037773132","-0.7080242037773132","-0.6991173028945923","-0.6991173028945923","-0.6991173028945923"
"874","0.2517806887626648","0.2517806887626648","0.2517806887626648","0.5982109308242798","0.5982109308242798","0.5982109308242798","0.5826333165168762","0.5826333165168762","0.5826333165168762","-0.5283075571060181","-0.5283075571060181","-0.5283075571060181","0.5188648700714111","0.5188648700714111","0.5188648700714111","-0.5810089707374573","-0.5810089707374573","-0.5810089707374573","-0.5751507878303528","-0.5751507878303528","-0.5751507878303528"
"875","0.06213366985321045","0.06213366985321045","0.06213366985321045","0.3805590271949768","0.3805590271949768","0.3805590271949768","0.3513052463531494","0.3513052463531494","0.3513052463531494","-0.6002378463745117","-0.6002378463745117","-0.6002378463745117","0.30946338176727295","0.30946338176727295","0.30946338176727295","-0.6489917039871216","-0.6489917039871216","-0.6489917039871216","-0.6467597484588623","-0.6467597484588623","-0.6467597484588623"
"876","-0.24507707357406616","-0.24507707357406616","-0.24507707357406616","0.12298732995986938","0.12298732995986938","0.12298732995986938","0.09137576818466187","0.09137576818466187","0.09137576818466187","-0.8416856527328491","-0.8416856527328491","-0.8416856527328491","0.04959350824356079","0.04959350824356079","0.04959350824356079","-0.8937879800796509","-0.8937879800796509","-0.8937879800796509","-0.8939146995544434","-0.8939146995544434","-0.8939146995544434"
"877","-0.2393839955329895","-0.2393839955329895","-0.2393839955329895","0.11500543355941772","0.11500543355941772","0.11500543355941772","0.09751546382904053","0.09751546382904053","0.09751546382904053","-0.8282979726791382","-0.8282979726791382","-0.8282979726791382","0.09086209535598755","0.09086209535598755","0.09086209535598755","-0.8848150372505188","-0.8848150372505188","-0.8848150372505188","-0.8840257525444031","-0.8840257525444031","-0.8840257525444031"
"878","-0.12393546104431152","-0.12393546104431152","-0.12393546104431152","0.20065182447433472","0.20065182447433472","0.20065182447433472","0.2283206582069397","0.2283206582069397","0.2283206582069397","-0.7005068063735962","-0.7005068063735962","-0.7005068063735962","0.17802822589874268","0.17802822589874268","0.17802822589874268","-0.7448122501373291","-0.7448122501373291","-0.7448122501373291","-0.7421128153800964","-0.7421128153800964","-0.7421128153800964"
"879","-0.06233668327331543","-0.06233668327331543","-0.06233668327331543","0.3551170229911804","0.3551170229911804","0.3551170229911804","0.27600759267807007","0.27600759267807007","0.27600759267807007","-0.797789990901947","-0.797789990901947","-0.797789990901947","0.24088627099990845","0.24088627099990845","0.24088627099990845","-0.8570053577423096","-0.8570053577423096","-0.8570053577423096","-0.8488882780075073","-0.8488882780075073","-0.8488882780075073"
"880","-0.1731131672859192","-0.1731131672859192","-0.1731131672859192","0.33141273260116577","0.33141273260116577","0.33141273260116577","0.28914326429367065","0.28914326429367065","0.28914326429367065","-0.8499727845191956","-0.8499727845191956","-0.8499727845191956","0.23150283098220825","0.23150283098220825","0.23150283098220825","-0.9066017866134644","-0.9066017866134644","-0.9066017866134644","-0.8938236832618713","-0.8938236832618713","-0.8938236832618713"
"881","-0.25127482414245605","-0.25127482414245605","-0.25127482414245605","0.13067936897277832","0.13067936897277832","0.13067936897277832","0.14463293552398682","0.14463293552398682","0.14463293552398682","-0.8866561055183411","-0.8866561055183411","-0.8866561055183411","0.08177453279495239","0.08177453279495239","0.08177453279495239","-0.9614582657814026","-0.9614582657814026","-0.9614582657814026","-0.9526430368423462","-0.9526430368423462","-0.9526430368423462"
"882","-0.0851563811302185","-0.0851563811302185","-0.0851563811302185","0.2605271339416504","0.2605271339416504","0.2605271339416504","0.25374501943588257","0.25374501943588257","0.25374501943588257","-0.6253373622894287","-0.6253373622894287","-0.6253373622894287","0.18277400732040405","0.18277400732040405","0.18277400732040405","-0.6796347498893738","-0.6796347498893738","-0.6796347498893738","-0.672458291053772","-0.672458291053772","-0.672458291053772"
"883","0.025498270988464355","0.025498270988464355","0.025498270988464355","0.4674965739250183","0.4674965739250183","0.4674965739250183","0.4525987505912781","0.4525987505912781","0.4525987505912781","-0.7195603251457214","-0.7195603251457214","-0.7195603251457214","0.4120933413505554","0.4120933413505554","0.4120933413505554","-0.7621463537216187","-0.7621463537216187","-0.7621463537216187","-0.7557820081710815","-0.7557820081710815","-0.7557820081710815"
"884","0.029246985912322998","0.029246985912322998","0.029246985912322998","0.4095957279205322","0.4095957279205322","0.4095957279205322","0.36001676321029663","0.36001676321029663","0.36001676321029663","-0.7841752767562866","-0.7841752767562866","-0.7841752767562866","0.32820671796798706","0.32820671796798706","0.32820671796798706","-0.8200702667236328","-0.8200702667236328","-0.8200702667236328","-0.8222256302833557","-0.8222256302833557","-0.8222256302833557"
"885","-0.031206071376800537","-0.031206071376800537","-0.031206071376800537","0.3816261291503906","0.3816261291503906","0.3816261291503906","0.3521815538406372","0.3521815538406372","0.3521815538406372","-0.7780210971832275","-0.7780210971832275","-0.7780210971832275","0.27858221530914307","0.27858221530914307","0.27858221530914307","-0.7985005378723145","-0.7985005378723145","-0.7985005378723145","-0.8193588852882385","-0.8193588852882385","-0.8193588852882385"
"886","-0.01865929365158081","-0.01865929365158081","-0.01865929365158081","0.3427252173423767","0.3427252173423767","0.3427252173423767","0.3271521329879761","0.3271521329879761","0.3271521329879761","-0.6980462074279785","-0.6980462074279785","-0.6980462074279785","0.2708895802497864","0.2708895802497864","0.2708895802497864","-0.7272427678108215","-0.7272427678108215","-0.7272427678108215","-0.7588225603103638","-0.7588225603103638","-0.7588225603103638"
"887","-0.05595935136079788","-0.05595935136079788","-0.05595935136079788","0.33776015043258667","0.33776015043258667","0.33776015043258667","0.30558547377586365","0.30558547377586365","0.30558547377586365","-0.7440208792686462","-0.7440208792686462","-0.7440208792686462","0.2744601368904114","0.2744601368904114","0.2744601368904114","-0.7930888533592224","-0.7930888533592224","-0.7930888533592224","-0.7911527156829834","-0.7911527156829834","-0.7911527156829834"
"888","-0.054233670234680176","-0.054233670234680176","-0.054233670234680176","0.42720842361450195","0.42720842361450195","0.42720842361450195","0.3960559368133545","0.3960559368133545","0.3960559368133545","-0.8052815198898315","-0.8052815198898315","-0.8052815198898315","0.35162264108657837","0.35162264108657837","0.35162264108657837","-0.7751002907752991","-0.7751002907752991","-0.7751002907752991","-0.8661797642707825","-0.8661797642707825","-0.8661797642707825"
"889","-0.2635064721107483","-0.2635064721107483","-0.2635064721107483","0.13075345754623413","0.13075345754623413","0.13075345754623413","0.09369021654129028","0.09369021654129028","0.09369021654129028","-0.740278959274292","-0.740278959274292","-0.740278959274292","0.08632510900497437","0.08632510900497437","0.08632510900497437","-0.74661785364151","-0.74661785364151","-0.74661785364151","-0.8013447523117065","-0.8013447523117065","-0.8013447523117065"
"890","0.07390272617340088","0.07390272617340088","0.07390272617340088","0.4379723072052002","0.4379723072052002","0.4379723072052002","0.3808995485305786","0.3808995485305786","0.3808995485305786","-0.5846767425537109","-0.5846767425537109","-0.5846767425537109","0.3050718903541565","0.3050718903541565","0.3050718903541565","-0.5977195501327515","-0.5977195501327515","-0.5977195501327515","-0.6515902876853943","-0.6515902876853943","-0.6515902876853943"
"891","-0.20551860332489014","-0.20551860332489014","-0.20551860332489014","0.19996970891952515","0.19996970891952515","0.19996970891952515","0.13000017404556274","0.13000017404556274","0.13000017404556274","-0.7783495783805847","-0.7783495783805847","-0.7783495783805847","0.11453664302825928","0.11453664302825928","0.11453664302825928","-0.783202588558197","-0.783202588558197","-0.783202588558197","-0.8462532758712769","-0.8462532758712769","-0.8462532758712769"
"892","0.050462961196899414","0.050462961196899414","0.050462961196899414","0.43106919527053833","0.43106919527053833","0.43106919527053833","0.34223902225494385","0.34223902225494385","0.34223902225494385","-0.6701804399490356","-0.6701804399490356","-0.6701804399490356","0.3441915512084961","0.3441915512084961","0.3441915512084961","-0.6689122915267944","-0.6689122915267944","-0.6689122915267944","-0.7257199287414551","-0.7257199287414551","-0.7257199287414551"
"893","0.1687515377998352","0.1687515377998352","0.1687515377998352","0.4996819496154785","0.4996819496154785","0.4996819496154785","0.48157161474227905","0.48157161474227905","0.48157161474227905","-0.5600329637527466","-0.5600329637527466","-0.5600329637527466","0.4036928415298462","0.4036928415298462","0.4036928415298462","-0.582111120223999","-0.582111120223999","-0.582111120223999","-0.6242555975914001","-0.6242555975914001","-0.6242555975914001"
"894","-0.08529037237167358","-0.08529037237167358","-0.08529037237167358","0.245766282081604","0.245766282081604","0.245766282081604","0.22507107257843018","0.22507107257843018","0.22507107257843018","-0.7409099340438843","-0.7409099340438843","-0.7409099340438843","0.16311562061309814","0.16311562061309814","0.16311562061309814","-0.7453004121780396","-0.7453004121780396","-0.7453004121780396","-0.8026707768440247","-0.8026707768440247","-0.8026707768440247"
"895","0.13822263479232788","0.13822263479232788","0.13822263479232788","0.39685744047164917","0.39685744047164917","0.39685744047164917","0.4674988389015198","0.4674988389015198","0.4674988389015198","-0.5147892832756042","-0.5147892832756042","-0.5147892832756042","0.3334157466888428","0.3334157466888428","0.3334157466888428","-0.5420089960098267","-0.5420089960098267","-0.5420089960098267","-0.5694409608840942","-0.5694409608840942","-0.5694409608840942"
"896","0.22493481636047363","0.22493481636047363","0.22493481636047363","0.5764515399932861","0.5764515399932861","0.5764515399932861","0.5949493050575256","0.5949493050575256","0.5949493050575256","-0.49970996379852295","-0.49970996379852295","-0.49970996379852295","0.49224433302879333","0.49224433302879333","0.49224433302879333","-0.5255259275436401","-0.5255259275436401","-0.5255259275436401","-0.5537272691726685","-0.5537272691726685","-0.5537272691726685"
"897","-0.049220502376556396","-0.049220502376556396","-0.049220502376556396","0.2973080277442932","0.2973080277442932","0.2973080277442932","0.24521362781524658","0.24521362781524658","0.24521362781524658","-0.7746410369873047","-0.7746410369873047","-0.7746410369873047","0.2741955518722534","0.2741955518722534","0.2741955518722534","-0.8005595803260803","-0.8005595803260803","-0.8005595803260803","-0.8172569870948792","-0.8172569870948792","-0.8172569870948792"
"898","-0.04869180917739868","-0.04869180917739868","-0.04869180917739868","0.3323791027069092","0.3323791027069092","0.3323791027069092","0.30257558822631836","0.30257558822631836","0.30257558822631836","-0.6316548585891724","-0.6316548585891724","-0.6316548585891724","0.29249101877212524","0.29249101877212524","0.29249101877212524","-0.6509615182876587","-0.6509615182876587","-0.6509615182876587","-0.6754987239837646","-0.6754987239837646","-0.6754987239837646"
"899","-0.2541273832321167","-0.2541273832321167","-0.2541273832321167","0.20980769395828247","0.20980769395828247","0.20980769395828247","0.15336394309997559","0.15336394309997559","0.15336394309997559","-0.889586329460144","-0.889586329460144","-0.889586329460144","0.12269753217697144","0.12269753217697144","0.12269753217697144","-0.9263827204704285","-0.9263827204704285","-0.9263827204704285","-0.9494956135749817","-0.9494956135749817","-0.9494956135749817"
"900","0.18085747957229614","0.18085747957229614","0.18085747957229614","0.5726943016052246","0.5726943016052246","0.5726943016052246","0.5199507474899292","0.5199507474899292","0.5199507474899292","-0.6692276000976562","-0.6692276000976562","-0.6692276000976562","0.444646954536438","0.444646954536438","0.444646954536438","-0.7105246782302856","-0.7105246782302856","-0.7105246782302856","-0.7281701564788818","-0.7281701564788818","-0.7281701564788818"
"901","-0.20658940076828003","-0.20658940076828003","-0.20658940076828003","0.312360942363739","0.312360942363739","0.312360942363739","0.23075836896896362","0.23075836896896362","0.23075836896896362","-0.8317446708679199","-0.8317446708679199","-0.8317446708679199","0.16004234552383423","0.16004234552383423","0.16004234552383423","-0.8709546327590942","-0.8709546327590942","-0.8709546327590942","-0.9069945216178894","-0.9069945216178894","-0.9069945216178894"
"902","-0.28691160678863525","-0.28691160678863525","-0.28691160678863525","0.2151513695716858","0.2151513695716858","0.2151513695716858","0.11848962306976318","0.11848962306976318","0.11848962306976318","-1.0685954093933105","-1.0685954093933105","-1.0685954093933105","0.09989058971405029","0.09989058971405029","0.09989058971405029","-1.0989863872528076","-1.0989863872528076","-1.0989863872528076","-1.129950761795044","-1.129950761795044","-1.129950761795044"
"903","-0.27280473709106445","-0.27280473709106445","-0.27280473709106445","0.1699213981628418","0.1699213981628418","0.1699213981628418","0.0929032564163208","0.0929032564163208","0.0929032564163208","-0.8670898675918579","-0.8670898675918579","-0.8670898675918579","0.09498387575149536","0.09498387575149536","0.09498387575149536","-0.9005127549171448","-0.9005127549171448","-0.9005127549171448","-0.9246600270271301","-0.9246600270271301","-0.9246600270271301"
"904","-0.20313042402267456","-0.20313042402267456","-0.20313042402267456","0.2118503451347351","0.2118503451347351","0.2118503451347351","0.17826902866363525","0.17826902866363525","0.17826902866363525","-0.8639160990715027","-0.8639160990715027","-0.8639160990715027","0.1161547303199768","0.1161547303199768","0.1161547303199768","-0.8950019478797913","-0.8950019478797913","-0.8950019478797913","-0.9177607297897339","-0.9177607297897339","-0.9177607297897339"
"905","-0.06428781896829605","-0.06428781896829605","-0.06428781896829605","0.333364874124527","0.333364874124527","0.333364874124527","0.2913823425769806","0.2913823425769806","0.2913823425769806","-0.7347450256347656","-0.7347450256347656","-0.7347450256347656","0.24701878428459167","0.24701878428459167","0.24701878428459167","-0.7541402578353882","-0.7541402578353882","-0.7541402578353882","-0.7935863733291626","-0.7935863733291626","-0.7935863733291626"
"906","-0.09118777513504028","-0.09118777513504028","-0.09118777513504028","0.21936357021331787","0.21936357021331787","0.21936357021331787","0.1852450966835022","0.1852450966835022","0.1852450966835022","-0.7026254534721375","-0.7026254534721375","-0.7026254534721375","0.1444540023803711","0.1444540023803711","0.1444540023803711","-0.7391290664672852","-0.7391290664672852","-0.7391290664672852","-0.7573128342628479","-0.7573128342628479","-0.7573128342628479"
"907","0.030205130577087402","0.030205130577087402","0.030205130577087402","0.38450461626052856","0.38450461626052856","0.38450461626052856","0.3905975818634033","0.3905975818634033","0.3905975818634033","-0.7511116862297058","-0.7511116862297058","-0.7511116862297058","0.33552610874176025","0.33552610874176025","0.33552610874176025","-0.7955136299133301","-0.7955136299133301","-0.7955136299133301","-0.8099842667579651","-0.8099842667579651","-0.8099842667579651"
"908","-0.193997323513031","-0.193997323513031","-0.193997323513031","0.2626270651817322","0.2626270651817322","0.2626270651817322","0.16479796171188354","0.16479796171188354","0.16479796171188354","-0.8016483783721924","-0.8016483783721924","-0.8016483783721924","0.11231565475463867","0.11231565475463867","0.11231565475463867","-0.8329832553863525","-0.8329832553863525","-0.8329832553863525","-0.8536452054977417","-0.8536452054977417","-0.8536452054977417"
"909","0.07859677076339722","0.07859677076339722","0.07859677076339722","0.49724018573760986","0.49724018573760986","0.49724018573760986","0.44808876514434814","0.44808876514434814","0.44808876514434814","-0.8352881669998169","-0.8352881669998169","-0.8352881669998169","0.41530632972717285","0.41530632972717285","0.41530632972717285","-0.8758155107498169","-0.8758155107498169","-0.8758155107498169","-0.8960895538330078","-0.8960895538330078","-0.8960895538330078"
"910","-0.19153374433517456","-0.19153374433517456","-0.19153374433517456","0.13096559047698975","0.13096559047698975","0.13096559047698975","0.10097962617874146","0.10097962617874146","0.10097962617874146","-0.7997267246246338","-0.7997267246246338","-0.7997267246246338","0.04401582479476929","0.04401582479476929","0.04401582479476929","-0.8405532836914062","-0.8405532836914062","-0.8405532836914062","-0.859540581703186","-0.859540581703186","-0.859540581703186"
"911","-0.13961464166641235","-0.13961464166641235","-0.13961464166641235","0.29420459270477295","0.29420459270477295","0.29420459270477295","0.23852646350860596","0.23852646350860596","0.23852646350860596","-0.9373210668563843","-0.9373210668563843","-0.9373210668563843","0.19784271717071533","0.19784271717071533","0.19784271717071533","-0.980583667755127","-0.980583667755127","-0.980583667755127","-0.9968018531799316","-0.9968018531799316","-0.9968018531799316"
"912","0.1765267252922058","0.1765267252922058","0.1765267252922058","0.5108088850975037","0.5108088850975037","0.5108088850975037","0.4601215720176697","0.4601215720176697","0.4601215720176697","-0.5186442136764526","-0.5186442136764526","-0.5186442136764526","0.41027310490608215","0.41027310490608215","0.41027310490608215","-0.5491878986358643","-0.5491878986358643","-0.5491878986358643","-0.5613105297088623","-0.5613105297088623","-0.5613105297088623"
"913","-0.08808499574661255","-0.08808499574661255","-0.08808499574661255","0.3571000099182129","0.3571000099182129","0.3571000099182129","0.28252071142196655","0.28252071142196655","0.28252071142196655","-0.7269930243492126","-0.7269930243492126","-0.7269930243492126","0.24635565280914307","0.24635565280914307","0.24635565280914307","-0.7653910517692566","-0.7653910517692566","-0.7653910517692566","-0.7760531306266785","-0.7760531306266785","-0.7760531306266785"
"914","-0.021905124187469482","-0.021905124187469482","-0.021905124187469482","0.3565305471420288","0.3565305471420288","0.3565305471420288","0.296014666557312","0.296014666557312","0.296014666557312","-0.6960995197296143","-0.6960995197296143","-0.6960995197296143","0.24949395656585693","0.24949395656585693","0.24949395656585693","-0.7335327863693237","-0.7335327863693237","-0.7335327863693237","-0.7469367384910583","-0.7469367384910583","-0.7469367384910583"
"915","0.017058610916137695","0.017058610916137695","0.017058610916137695","0.3852130174636841","0.3852130174636841","0.3852130174636841","0.34994566440582275","0.34994566440582275","0.34994566440582275","-0.6233388185501099","-0.6233388185501099","-0.6233388185501099","0.3074868321418762","0.3074868321418762","0.3074868321418762","-0.6605809330940247","-0.6605809330940247","-0.6605809330940247","-0.6737979054450989","-0.6737979054450989","-0.6737979054450989"
"916","-0.21408426761627197","-0.21408426761627197","-0.21408426761627197","0.24730801582336426","0.24730801582336426","0.24730801582336426","0.1756778359413147","0.1756778359413147","0.1756778359413147","-0.7539582252502441","-0.7539582252502441","-0.7539582252502441","0.11352646350860596","0.11352646350860596","0.11352646350860596","-0.8027832508087158","-0.8027832508087158","-0.8027832508087158","-0.8065139651298523","-0.8065139651298523","-0.8065139651298523"
"917","-0.033132314682006836","-0.033132314682006836","-0.033132314682006836","0.3407024145126343","0.3407024145126343","0.3407024145126343","0.32487350702285767","0.32487350702285767","0.32487350702285767","-0.6392611265182495","-0.6392611265182495","-0.6392611265182495","0.25429636240005493","0.25429636240005493","0.25429636240005493","-0.6730696558952332","-0.6730696558952332","-0.6730696558952332","-0.6815529465675354","-0.6815529465675354","-0.6815529465675354"
"918","-0.03278005123138428","-0.03278005123138428","-0.03278005123138428","0.35714191198349","0.35714191198349","0.35714191198349","0.3393733501434326","0.3393733501434326","0.3393733501434326","-0.7303571105003357","-0.7303571105003357","-0.7303571105003357","0.28223681449890137","0.28223681449890137","0.28223681449890137","-0.7590052485466003","-0.7590052485466003","-0.7590052485466003","-0.7060649991035461","-0.7060649991035461","-0.7060649991035461"
"919","-0.3024035096168518","-0.3024035096168518","-0.3024035096168518","0.1344887614250183","0.1344887614250183","0.1344887614250183","0.045992493629455566","0.045992493629455566","0.045992493629455566","-0.8393053412437439","-0.8393053412437439","-0.8393053412437439","0.019273757934570312","0.019273757934570312","0.019273757934570312","-0.8807001709938049","-0.8807001709938049","-0.8807001709938049","-0.8466695547103882","-0.8466695547103882","-0.8466695547103882"
